pecha_id,source_batch,clone_status,org,dest
I88CF073C,new,already_present,,/Users/tenzinyonten/layer_detection/data/raw_opf/I88CF073C.opf
I8961718B,new,already_present,,/Users/tenzinyonten/layer_detection/data/raw_opf/I8961718B.opf
I7D476A8B,new,already_present,,/Users/tenzinyonten/layer_detection/data/raw_opf/I7D476A8B.opf
I4FABF1F8,new,already_present,,/Users/tenzinyonten/layer_detection/data/raw_opf/I4FABF1F8.opf
I2B02A144,new,already_present,,/Users/tenzinyonten/layer_detection/data/raw_opf/I2B02A144.opf
I0B81CD66,new,already_present,,/Users/tenzinyonten/layer_detection/data/raw_opf/I0B81CD66.opf
IF7A04537,new,already_present,,/Users/tenzinyonten/layer_detection/data/raw_opf/IF7A04537.opf
I07240379,new,already_present,,/Users/tenzinyonten/layer_detection/data/raw_opf/I07240379.opf
I29E8AA65,new,already_present,,/Users/tenzinyonten/layer_detection/data/raw_opf/I29E8AA65.opf
I88977D82,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/I88977D82.opf
IEE67309C,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/IEE67309C.opf
I9FF2B59B,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/I9FF2B59B.opf
I52248444,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/I52248444.opf
I4FD99A33,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/I4FD99A33.opf
IC6F06BCD,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/IC6F06BCD.opf
IEEC9CCA9,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/IEEC9CCA9.opf
I55D7A55C,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/I55D7A55C.opf
IC05A6BE0,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/IC05A6BE0.opf
I82AB29CD,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/I82AB29CD.opf
I27F687A4,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/I27F687A4.opf
IFFA911F5,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/IFFA911F5.opf
IFF541F44,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/IFF541F44.opf
IFF05DE5E,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/IFF05DE5E.opf
IFE0B60AA,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/IFE0B60AA.opf
IFC5AD8FD,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/IFC5AD8FD.opf
IFAAADEA1,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/IFAAADEA1.opf
IFA88A536,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/IFA88A536.opf
IF85C9484,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/IF85C9484.opf
IF84B2E71,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/IF84B2E71.opf
IF6B54962,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/IF6B54962.opf
IF69FF8A7,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/IF69FF8A7.opf
IF5AAE849,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/IF5AAE849.opf
IF4F5D041,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/IF4F5D041.opf
IF4C4BF01,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/IF4C4BF01.opf
IF428CDDB,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/IF428CDDB.opf
IF3ACC3E1,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/IF3ACC3E1.opf
IF30A1358,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/IF30A1358.opf
IEFE24A29,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/IEFE24A29.opf
IEF3A4022,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/IEF3A4022.opf
IEEBAD11E,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/IEEBAD11E.opf
IEEB908B0,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/IEEB908B0.opf
IEDFED305,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/IEDFED305.opf
IEB5D4BEB,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/IEB5D4BEB.opf
IEAAE08E1,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/IEAAE08E1.opf
IEA9B747E,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/IEA9B747E.opf
IE9C4806D,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/IE9C4806D.opf
IE999E494,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/IE999E494.opf
IE8EB4CB4,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/IE8EB4CB4.opf
IE8D2B7C5,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/IE8D2B7C5.opf
IE79CC998,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/IE79CC998.opf
IE5895799,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/IE5895799.opf
IE3ACE254,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/IE3ACE254.opf
IE2421BEA,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/IE2421BEA.opf
IE1ECB287,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/IE1ECB287.opf
IE1B4BBB9,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/IE1B4BBB9.opf
IE166DA22,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/IE166DA22.opf
IE0AB7438,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/IE0AB7438.opf
IDF77FDDD,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/IDF77FDDD.opf
IDDB46142,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/IDDB46142.opf
IDDA7F69E,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/IDDA7F69E.opf
IDBFF9DE3,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/IDBFF9DE3.opf
IDB6093E9,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/IDB6093E9.opf
IDAE0EA08,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/IDAE0EA08.opf
IDAD44BA2,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/IDAD44BA2.opf
IDACD7FC0,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/IDACD7FC0.opf
IDAB254F1,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/IDAB254F1.opf
IDA8C4CE5,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/IDA8C4CE5.opf
ID8FE83E3,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/ID8FE83E3.opf
ID6DDE9E3,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/ID6DDE9E3.opf
ID62D615D,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/ID62D615D.opf
ID5714205,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/ID5714205.opf
ID4AD2D0E,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/ID4AD2D0E.opf
ID13E3867,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/ID13E3867.opf
ICDC84458,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/ICDC84458.opf
ICD7F2351,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/ICD7F2351.opf
ICC9840B6,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/ICC9840B6.opf
IC9EE0A24,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/IC9EE0A24.opf
IC99C24DC,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/IC99C24DC.opf
IC8A4519C,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/IC8A4519C.opf
IC87920B7,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/IC87920B7.opf
IC868EE6F,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/IC868EE6F.opf
IC7A5FC73,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/IC7A5FC73.opf
IC5CE7FE9,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/IC5CE7FE9.opf
IC555D0EB,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/IC555D0EB.opf
IC421942A,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/IC421942A.opf
IC3A7006F,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/IC3A7006F.opf
IBFACCCDF,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/IBFACCCDF.opf
IBF8C5BB6,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/IBF8C5BB6.opf
IBD1386A4,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/IBD1386A4.opf
IBCF6B0BA,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/IBCF6B0BA.opf
IBC775AF6,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/IBC775AF6.opf
IBBFC3AAB,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/IBBFC3AAB.opf
IBBB26EA1,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/IBBB26EA1.opf
IBB812389,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/IBB812389.opf
IBB199AAB,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/IBB199AAB.opf
IB9CA8898,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/IB9CA8898.opf
IB8F4E5BE,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/IB8F4E5BE.opf
IB8EEB9FB,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/IB8EEB9FB.opf
IB8D599AA,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/IB8D599AA.opf
IB5F523B2,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/IB5F523B2.opf
IB522F095,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/IB522F095.opf
IB503BC08,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/IB503BC08.opf
IB4B89F9C,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/IB4B89F9C.opf
IB47565DE,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/IB47565DE.opf
IB45DE768,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/IB45DE768.opf
IB4534838,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/IB4534838.opf
IB2BA1922,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/IB2BA1922.opf
IB047F8C7,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/IB047F8C7.opf
IAFA8F999,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/IAFA8F999.opf
IAE1E11E5,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/IAE1E11E5.opf
IACD4469E,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/IACD4469E.opf
IACBA255A,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/IACBA255A.opf
IAC0C3AD3,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/IAC0C3AD3.opf
IABE7480B,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/IABE7480B.opf
IAB948889,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/IAB948889.opf
IAAADCAA0,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/IAAADCAA0.opf
IAA85B9B5,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/IAA85B9B5.opf
IA9544907,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/IA9544907.opf
IA83BAC6F,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/IA83BAC6F.opf
IA736981A,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/IA736981A.opf
IA5AA757B,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/IA5AA757B.opf
IA473D353,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/IA473D353.opf
IA3DD1ADA,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/IA3DD1ADA.opf
IA2F1ACFA,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/IA2F1ACFA.opf
I9EE3E92B,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/I9EE3E92B.opf
I9E666AF8,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/I9E666AF8.opf
I9DF09DD3,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/I9DF09DD3.opf
I9D9C7AC9,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/I9D9C7AC9.opf
I9D810AA7,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/I9D810AA7.opf
I9CB71958,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/I9CB71958.opf
I9B6A4525,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/I9B6A4525.opf
I9AEEF96A,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/I9AEEF96A.opf
I99F347E4,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/I99F347E4.opf
I99DF06AA,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/I99DF06AA.opf
I98D03292,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/I98D03292.opf
I9811592F,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/I9811592F.opf
I97D6FE6E,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/I97D6FE6E.opf
I97B90DC0,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/I97B90DC0.opf
I9779E60E,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/I9779E60E.opf
I9779A606,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/I9779A606.opf
I968B73EB,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/I968B73EB.opf
I9658BC87,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/I9658BC87.opf
I9434034F,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/I9434034F.opf
I920AA7AC,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/I920AA7AC.opf
I91949F99,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/I91949F99.opf
I8EC6D8E9,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/I8EC6D8E9.opf
I8E747E8E,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/I8E747E8E.opf
I8D6D2565,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/I8D6D2565.opf
I8D5C7CB4,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/I8D5C7CB4.opf
I8CEEFEFC,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/I8CEEFEFC.opf
I8B49E87B,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/I8B49E87B.opf
I8A57AE06,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/I8A57AE06.opf
I8995895C,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/I8995895C.opf
I8994AAB2,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/I8994AAB2.opf
I895C519A,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/I895C519A.opf
I88DA3111,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/I88DA3111.opf
I881A57E8,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/I881A57E8.opf
I86E4558F,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/I86E4558F.opf
I8698A1DF,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/I8698A1DF.opf
I85C28EDA,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/I85C28EDA.opf
I85485484,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/I85485484.opf
I849C345E,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/I849C345E.opf
I8222749E,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/I8222749E.opf
I8062BDF5,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/I8062BDF5.opf
I8006C360,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/I8006C360.opf
I7F5F640A,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/I7F5F640A.opf
I7C0B99BB,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/I7C0B99BB.opf
I7A79CC95,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/I7A79CC95.opf
I79F57A79,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/I79F57A79.opf
I7989272E,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/I7989272E.opf
I78C84F85,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/I78C84F85.opf
I786395B4,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/I786395B4.opf
I750EAEE8,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/I750EAEE8.opf
I74772DFF,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/I74772DFF.opf
I6F70ED49,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/I6F70ED49.opf
I6F43CD1F,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/I6F43CD1F.opf
I6EFF9668,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/I6EFF9668.opf
I6D4C317A,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/I6D4C317A.opf
I6D11E414,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/I6D11E414.opf
I6A834445,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/I6A834445.opf
I64B5DDDD,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/I64B5DDDD.opf
I6380CEC4,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/I6380CEC4.opf
I62D7430C,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/I62D7430C.opf
I61AB8DA8,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/I61AB8DA8.opf
I6193773E,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/I6193773E.opf
I617FDD1E,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/I617FDD1E.opf
I60D0ED54,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/I60D0ED54.opf
I5F5D9F5A,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/I5F5D9F5A.opf
I5BFCBB3F,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/I5BFCBB3F.opf
I5AEEE5CA,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/I5AEEE5CA.opf
I58E33EFF,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/I58E33EFF.opf
I587B7DED,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/I587B7DED.opf
I57BB7B28,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/I57BB7B28.opf
I577D1677,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/I577D1677.opf
I575514A8,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/I575514A8.opf
I55E4B626,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/I55E4B626.opf
I54375004,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/I54375004.opf
I52F33C02,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/I52F33C02.opf
I51B9FE5F,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/I51B9FE5F.opf
I518A01A8,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/I518A01A8.opf
I5134B437,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/I5134B437.opf
I5048861E,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/I5048861E.opf
I4FDF07E7,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/I4FDF07E7.opf
I4EE8C636,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/I4EE8C636.opf
I4E0DAA7C,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/I4E0DAA7C.opf
I4DFE9067,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/I4DFE9067.opf
I4CAE7B8B,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/I4CAE7B8B.opf
I4C242C84,new,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/I4C242C84.opf
